user_id,umap_0,umap_1,umap_2,umap_3,umap_4,clst_se_act_chain_weekday_umap5d_size1000_sample200
0016ca3f-04bf-4ada-a2c7-9e9f065cb6d0,10.1548195,2.865619,10.476812,3.818427,7.2896686,0
0016d8cf-fda3-4a22-ad76-9790b97e0b20,10.75838,5.3831534,9.175855,-0.20331559,4.506127,0
001712df-c3cc-4c78-a8df-9b8d0974a443,11.785509,5.21781,9.995366,-0.31803572,6.1915617,0
001736e3-1490-4823-af0e-10365cf3826b,10.399831,2.9227517,9.398423,3.8706002,7.1193886,0
0017ff77-4fdf-4d0b-adf9-4ef42ccea06b,10.088481,2.8759189,8.5071125,-1.2120013,10.565621,0
0018aa01-84aa-43a0-a144-cfa42c090b47,10.321759,1.0379893,10.444758,-1.5585943,6.7428026,0
001911e5-ee73-4737-a846-64c8ce8d6f6b,9.636305,4.001048,9.817864,2.7875829,8.8132715,0
0019fc24-e734-43cf-a88b-8d8e87f22957,9.971817,3.9895225,8.246455,-0.8479511,6.3433914,0
001ad30e-6938-4bf6-a580-c396e527a1c4,10.977567,4.346894,11.357676,2.2708457,8.506303,0
001b7df3-b86f-4f16-ad02-cb73308ceb3f,9.862531,2.2295325,9.092643,3.3624516,8.109207,0
001bf493-a6a2-40ce-a7f9-d19cc36ae73e,9.644018,9.683042,9.613591,1.6831814,8.477482,1
001c6385-e2d7-41e1-a446-7a2947339930,8.788364,2.784576,7.501782,-0.57967,7.7024307,0
001c7f54-2ee0-4fff-a807-7c87f6648563,9.054766,2.0162375,7.8532186,-1.0533731,7.436593,0
001f7251-67a5-4b6f-a641-ac1c8342af59,11.416273,5.51807,9.473488,0.12689777,5.138435,0
001f9ce7-8f0e-46d0-a967-14a448bfc03a,9.373863,4.126752,10.105194,-0.5188801,9.426859,0
00200707-2b83-4924-a7bc-216f4fea3675,10.466025,5.8879457,9.734839,-0.6992864,6.471207,0
00207128-31c7-4542-adea-f32eb9846e57,9.98249,2.871734,10.53701,3.355372,7.64125,0
0020d6dc-1dbe-4f28-a647-b6c7bdf29e8f,10.162261,4.544952,9.01021,-0.59208727,6.127403,0
0021cac2-fe12-478d-a105-4b8349cefc22,11.223828,6.174344,9.950047,0.23187658,5.654993,0
0023bc87-b8c4-4a1f-ad3d-633c4e8a932f,10.388557,2.6767652,10.175478,-0.34277475,9.5711155,0
0023f962-de79-4cab-aa97-6b2369bcbda3,8.584307,2.0623808,7.6836195,1.522819,7.5519114,0
002629c5-78b5-4b9d-a98c-acbd5aec4239,8.783948,2.3947725,9.2815695,-0.7747969,8.342645,0
0026c118-e250-426d-ae07-82607e17495e,8.770312,1.8234167,8.352226,1.8120545,8.166313,0
0026d5e1-d9b1-4d7f-a585-0b9dafa60d1c,10.736694,1.2198548,10.66525,-1.8500085,6.500269,0
002806a9-b20f-4b7d-af4c-8440cc2b3f09,11.440522,5.7530365,9.692288,0.37760702,5.179771,0
002849dc-2eb2-4b82-aaf4-3e73a2018fb6,11.371093,5.316339,9.380002,0.06028904,5.2479963,0
0028677d-e51d-4b10-a861-7fadc368a2fd,10.412331,3.3995225,9.138497,-0.4493925,7.2724776,0
0029496a-fb26-4e40-ae68-e262c132423a,10.3317175,3.2441573,9.306803,3.9362025,7.4118204,0
002974c1-41ea-4106-a905-507b104aa113,8.530007,1.8583168,7.640314,1.7146018,7.9372106,0
0029d566-8c3b-4e07-ac8d-4fb034a6cd1c,9.25137,2.821559,9.023735,-1.0672339,8.334998,0
002b95ad-df3c-4ad6-a8b9-8a6cb4d36254,10.553951,6.334727,10.0176525,-0.5549268,6.9628024,0
002b98c3-4435-4978-acba-fe8357983898,9.735665,4.3892674,10.097824,-0.6391659,8.827837,0
002bbc50-e8c5-4bd0-ae64-dd0a8aeaa5b7,9.556562,3.8631113,8.428177,-1.0292743,6.2823668,0
002c81ad-4c22-4122-a746-2425072f4523,10.314677,0.8850611,10.857437,-1.4450562,6.5571914,0
002ce0a4-b44b-4402-a36d-b54faa764c7f,8.981282,2.802855,7.696787,-1.2568867,6.7749724,0
002d274b-5c05-401d-a2a6-c6ee66a90c6e,7.948584,3.1576045,7.344073,-1.354839,9.300922,0
002d6f3b-0d16-475c-a0cf-28cfb2c637cc,9.938478,4.161507,11.122936,2.5602024,9.510925,0
002e1312-6741-4ee6-a0dd-a958b2c8ed4a,10.335824,0.8959605,10.721186,-1.5607723,6.612513,0
002ee6b0-2ef8-4f9b-ac18-205ccd214b72,10.291897,3.3058083,8.413509,-0.757111,7.4593625,0
002f1667-1aee-4ac4-a996-9284d15a3f2f,8.047388,1.6196315,11.25449,-0.97869986,8.846285,0
002f2618-525b-4b10-a267-0cb64ffc5c2e,9.906533,9.888163,10.04086,1.0593289,8.37764,1
002f32ec-0a4a-48cc-aa65-c69c913032cf,8.910094,2.9059625,8.2693,-0.80502236,7.249333,0
002fd186-1494-4ada-a851-aaadb68f7d48,9.957509,10.610927,9.645955,1.6899399,8.368876,1
0030c000-f5fd-49a9-a82d-b01fa917b756,8.5925255,1.7717668,8.573965,0.14089231,8.1236,0
003126e6-188c-472b-ae6d-608e7fede4cb,10.420178,2.764856,10.111455,1.5736425,7.755501,0
00313d36-3047-4e92-afc5-a6d291dc3b74,8.615827,1.7549285,7.5334353,2.2318065,7.9197135,0
0031521c-d85d-40e6-aabb-1cefbcef3a6a,10.588394,3.6991076,9.00118,3.9867907,6.8021803,0
0031b08a-6e44-4b0c-ae72-07bb4aae2706,8.729361,1.9580932,8.66943,-0.7691704,8.30978,0
0031fb20-32fe-4671-acb2-f8d10b6c6375,10.233922,1.8677672,9.847336,3.7792356,7.530116,0
00325f5f-3842-4521-a066-b93df6ab22da,9.670926,3.6846132,8.957669,4.4258957,6.559877,0
